self ; сам ; другие ; никто ; others ; nobody ; Заботься о себе. ; Take care of yourself. ; sɛlf
sell ; продавать ; покупать ; прятать ; buy ; hide ; Он продаёт машину. ; He is selling a car. ; sɛl
send ; отправлять ; получать ; ломать ; receive ; break ; Отправь сообщение. ; Send the message. ; sɛnd
senior ; старший ; младший ; новый ; junior ; new ; Он старший менеджер. ; He is a senior manager. ; ˈsiːniər
sense ; чувство ; ошибка ; шум ; mistake ; noise ; Это не имеет смысла. ; That makes no sense. ; sɛns
sensitive ; чувствительный ; грубый ; сильный ; rough ; strong ; У него чувствительная кожа. ; He has sensitive skin. ; ˈsɛnsətɪv
sentence ; предложение ; звук ; точка ; sound ; point ; Прочитайте предложение. ; Read the sentence. ; ˈsɛntəns
separate ; разделять ; соединять ; строить ; connect ; build ; Раздели слова. ; Separate the words. ; ˈsɛpəˌreɪt
serious ; серьёзный ; смешной ; лёгкий ; funny ; easy ; Это серьёзная проблема. ; This is a serious problem. ; ˈsɪriəs
service ; услуга ; ошибка ; шум ; mistake ; noise ; Мы предоставляем услуги. ; We provide a service. ; ˈsɜːrvɪs
session ; сессия ; пауза ; отдых ; pause ; rest ; Сессия закончилась. ; The session is over. ; ˈsɛʃən
set ; устанавливать ; ломать ; терять ; break ; lose ; Установи параметры. ; Set the parameters. ; sɛt
setting ; настройка ; ошибка ; шум ; mistake ; noise ; Проверь настройки. ; Check the settings. ; ˈsɛtɪŋ
settle ; поселяться ; уезжать ; терять ; leave ; lose ; Они поселились здесь. ; They settled here. ; ˈsɛtəl
settlement ; поселение ; город ; школа ; city ; school ; Это старое поселение. ; This is an old settlement. ; ˈsɛtəlmənt
seven ; семь ; пять ; одиннадцать ; five ; eleven ; Семь человек пришли. ; Seven people arrived. ; ˈsɛvən
several ; несколько ; один ; много ; one ; many ; У меня несколько вопросов. ; I have several questions. ; ˈsɛvrəl
severe ; серьёзный ; мягкий ; лёгкий ; soft ; easy ; У него серьёзная травма. ; He has a severe injury. ; sɪˈvɪr
shade ; тень ; свет ; воздух ; light ; air ; Мы сидели в тени. ; We sat in the shade. ; ʃeɪd
shadow ; тень ; свет ; облако ; light ; cloud ; Тень исчезла. ; The shadow disappeared. ; ˈʃædoʊ
shake ; трясти ; держать ; гладить ; hold ; stroke ; Он тряс бутылку. ; He shook the bottle. ; ʃeɪk
shall ; должен ; хочет ; знает ; wants ; knows ; Я должен помочь. ; I shall help. ; ʃæl
shame ; стыд ; гордость ; радость ; pride ; joy ; Он чувствовал стыд. ; He felt shame. ; ʃeɪm
shape ; форма ; точка ; линия ; point ; line ; У этой коробки странная форма. ; This box has a strange shape. ; ʃeɪp
share ; делиться ; скрывать ; забирать ; hide ; take ; Поделись едой. ; Share the food. ; ʃɛr
sharp ; острый ; тупой ; мягкий ; dull ; soft ; Нож слишком острый. ; The knife is too sharp. ; ʃɑːrp
shave ; бриться ; расти ; прятаться ; grow ; hide ; Он брился утром. ; He shaved in the morning. ; ʃeɪv
she ; она ; он ; они ; he ; they ; Она улыбается. ; She is smiling. ; ʃiː
sheet ; простыня ; стена ; дверь ; wall ; door ; Простыня чистая. ; The sheet is clean. ; ʃiːt
shelf ; полка ; пол ; потолок ; floor ; ceiling ; Книги на полке. ; The books are on the shelf. ; ʃɛlf
shell ; ракушка ; камень ; дерево ; stone ; tree ; Он нашёл ракушку. ; He found a shell. ; ʃɛl
shelter ; укрытие ; открытие ; игра ; opening ; game ; Мы нашли укрытие. ; We found shelter. ; ˈʃɛltər
shift ; смена ; отдых ; ошибка ; rest ; mistake ; Его смена началась. ; His shift started. ; ʃɪft
shine ; светить ; скрывать ; падать ; hide ; fall ; Солнце светит. ; The sun shines. ; ʃaɪn
ship ; корабль ; машина ; дерево ; car ; tree ; Корабль отплыл. ; The ship sailed away. ; ʃɪp
shirt ; рубашка ; куртка ; шапка ; jacket ; hat ; Он купил рубашку. ; He bought a shirt. ; ʃɜːrt
shock ; шок ; радость ; счастье ; joy ; happiness ; Это был шок. ; It was a shock. ; ʃɑːk
shoe ; обувь ; рубашка ; шляпа ; shirt ; hat ; У него новые туфли. ; He has new shoes. ; ʃuː
shoot ; стрелять ; прятаться ; сидеть ; hide ; sit ; Он стрелял в цель. ; He shot at the target. ; ʃuːt
shop ; магазин ; школа ; больница ; school ; hospital ; Магазин закрыт. ; The shop is closed. ; ʃɑːp
short ; короткий ; длинный ; широкий ; long ; wide ; Это короткое письмо. ; This is a short letter. ; ʃɔːrt
should ; должен ; хочет ; может ; wants ; can ; Ты должен прийти. ; You should come. ; ʃʊd
shoulder ; плечо ; колено ; палец ; knee ; finger ; У него болит плечо. ; His shoulder hurts. ; ˈʃoʊldər
shout ; кричать ; молчать ; слушать ; be silent ; listen ; Не кричи! ; Don’t shout! ; ʃaʊt
show ; показывать ; скрывать ; ломать ; hide ; break ; Покажи документ. ; Show the document. ; ʃoʊ
shower ; душ ; стена ; дверь ; wall ; door ; Я принял душ. ; I took a shower. ; ˈʃaʊər
shrug ; пожимать плечами ; улыбаться ; звать ; smile ; call ; Он пожал плечами. ; He shrugged. ; ʃrʌg
shut ; закрывать ; открывать ; двигать ; open ; move ; Закрой дверь. ; Shut the door. ; ʃʌt
sick ; больной ; здоровый ; сильный ; healthy ; strong ; Он заболел. ; He got sick. ; sɪk
side ; сторона ; центр ; крыша ; center ; roof ; Посмотри на другую сторону. ; Look at the other side. ; saɪd
sight ; зрение ; слух ; чувство ; hearing ; feeling ; Его зрение ухудшилось. ; His sight got worse. ; saɪt
sign ; знак ; звук ; ошибка ; sound ; mistake ; Поставь знак. ; Put the sign. ; saɪn
signal ; сигнал ; тишина ; игра ; silence ; game ; Сигнал был слабым. ; The signal was weak. ; ˈsɪgnəl
signature ; подпись ; имя ; номер ; name ; number ; Поставьте подпись. ; Put your signature. ; ˈsɪgnətʃər
significant ; значительный ; маленький ; обычный ; small ; common ; Это значительное открытие. ; This is a significant discovery. ; sɪgˈnɪfəkənt
silence ; тишина ; звук ; крик ; sound ; scream ; В комнате была тишина. ; There was silence in the room. ; ˈsaɪləns
silent ; тихий ; громкий ; быстрый ; loud ; fast ; Он сидел тихо. ; He sat silent. ; ˈsaɪlənt
silver ; серебро ; золото ; дерево ; gold ; wood ; Серебро блестело. ; The silver shone. ; ˈsɪlvər
similar ; похожий ; другой ; уникальный ; different ; unique ; Эти слова похожи. ; These words are similar. ; ˈsɪmələr
simple ; простой ; сложный ; странный ; complex ; strange ; Это простая задача. ; This is a simple task. ; ˈsɪmpəl
simply ; просто ; сложно ; странно ; difficult ; strange ; Просто сделай это. ; Just do it simply. ; ˈsɪmpli
since ; с тех пор ; пока ; когда-нибудь ; while ; someday ; Я не видел его с июня. ; I haven't seen him since June. ; sɪns
sing ; петь ; кричать ; молчать ; shout ; be silent ; Она красиво поёт. ; She sings beautifully. ; sɪŋ
single ; один ; множество ; пара ; many ; couple ; Это единственный вариант. ; This is the single option. ; ˈsɪŋgəl
sink ; раковина ; стена ; дверь ; wall ; door ; Раковина чистая. ; The sink is clean. ; sɪŋk
sir ; сэр ; мужчина ; брат ; man ; brother ; Да, сэр. ; Yes, sir. ; sɜːr
sister ; сестра ; брат ; дядя ; brother ; uncle ; У меня есть сестра. ; I have a sister. ; ˈsɪstər
sit ; сидеть ; стоять ; бежать ; stand ; run ; Сядь здесь. ; Sit here. ; sɪt
site ; место ; точка ; дерево ; point ; tree ; Мы встретились на сайте. ; We met at the site. ; saɪt
situation ; ситуация ; решение ; вопрос ; solution ; question ; Ситуация сложная. ; The situation is difficult. ; ˌsɪtʃuˈeɪʃən
six ; шесть ; четыре ; восемь ; four ; eight ; Шесть человек ушли. ; Six people left. ; sɪks
size ; размер ; точка ; звук ; point ; sound ; Выбери правильный размер. ; Choose the right size. ; saɪz
skill ; навык ; ошибка ; отдых ; mistake ; rest ; Это полезный навык. ; This is a useful skill. ; skɪl
skin ; кожа ; кость ; волос ; bone ; hair ; У него сухая кожа. ; He has dry skin. ; skɪn
skirt ; юбка ; рубашка ; куртка ; shirt ; jacket ; Она купила новую юбку. ; She bought a new skirt. ; skɜːrt
sky ; небо ; земля ; море ; earth ; sea ; Небо голубое. ; The sky is blue. ; skaɪ
sleep ; спать ; просыпаться ; бегать ; wake up ; run ; Мне нужно спать. ; I need to sleep. ; sliːp
slice ; кусок ; круг ; точка ; circle ; point ; Мне нужен кусок хлеба. ; I need a slice of bread. ; slaɪs
slide ; скользить ; прыгать ; сидеть ; jump ; sit ; Мяч скользит по полу. ; The ball slides on the floor. ; slaɪd
slight ; лёгкий ; тяжёлый ; большой ; heavy ; big ; У него лёгкая простуда. ; He has a slight cold. ; slaɪt
slim ; стройный ; толстый ; низкий ; fat ; low ; Она стройная. ; She is slim. ; slɪm
slow ; медленный ; быстрый ; сильный ; fast ; strong ; Поезд медленный. ; The train is slow. ; sloʊ
small ; маленький ; большой ; широкий ; big ; wide ; Маленький дом. ; A small house. ; smɔːl
smart ; умный ; глупый ; странный ; stupid ; strange ; Он очень умный. ; He is very smart. ; smɑːrt
smell ; пахнуть ; кричать ; смотреть ; shout ; look ; Цветы приятно пахнут. ; The flowers smell nice. ; smɛl
smile ; улыбаться ; кричать ; молчать ; shout ; be silent ; Она улыбнулась. ; She smiled. ; smaɪl
smoke ; дым ; свет ; снег ; light ; snow ; Дым поднимался вверх. ; The smoke was rising. ; smoʊk
smooth ; гладкий ; грубый ; острый ; rough ; sharp ; Поверхность гладкая. ; The surface is smooth. ; smuːð
snake ; змея ; птица ; рыба ; bird ; fish ; Змея проползла. ; The snake crawled. ; sneɪk
snow ; снег ; дождь ; туман ; rain ; fog ; Снег идёт. ; It is snowing. ; snoʊ
so ; так ; редко ; слишком ; rarely ; too ; Он так сказал. ; He said so. ; soʊ
soap ; мыло ; вода ; масло ; water ; oil ; У меня нет мыла. ; I don't have soap. ; soʊp
society ; общество ; одиночество ; игра ; loneliness ; game ; Общество меняется. ; Society is changing. ; səˈsaɪəti
sock ; носок ; ботинок ; шляпа ; shoe ; hat ; Где мой носок? ; Where is my sock? ; sɑːk
soft ; мягкий ; твёрдый ; острый ; hard ; sharp ; Подушка мягкая. ; The pillow is soft. ; sɔːft
software ; программы ; оборудование ; металлы ; hardware ; metals ; Это новое программное обеспечение. ; This is new software. ; ˈsɔːftwɛr
soil ; почва ; вода ; воздух ; water ; air ; Почва влажная. ; The soil is wet. ; sɔɪl
soldier ; солдат ; учёный ; водитель ; scientist ; driver ; Солдат устал. ; The soldier was tired. ; ˈsoʊldʒər
solution ; решение ; проблема ; шум ; problem ; noise ; Это хорошее решение. ; This is a good solution. ; səˈluːʃən
solve ; решать ; ломать ; выбрасывать ; break ; throw ; Реши задачу. ; Solve the problem. ; sɑːlv
some ; некоторые ; все ; никто ; all ; nobody ; Некоторые люди ушли. ; Some people left. ; sʌm
somebody ; кто-то ; никто ; каждый ; nobody ; everyone ; Кто-то стучит. ; Somebody is knocking. ; ˈsʌmbɑːdi
someone ; кто-то ; никто ; что-то ; nobody ; something ; Там кто-то был. ; Someone was there. ; ˈsʌmwʌn
something ; что-то ; ничего ; всё ; nothing ; everything ; Я что-то слышу. ; I hear something. ; ˈsʌmθɪŋ
sometimes ; иногда ; всегда ; никогда ; always ; never ; Иногда я гуляю. ; Sometimes I walk. ; ˈsʌmˌtaɪmz
somewhere ; где-то ; нигде ; всюду ; nowhere ; everywhere ; Он где-то рядом. ; He is somewhere near. ; ˈsʌmˌwɛr
son ; сын ; дочь ; мать ; daughter ; mother ; Это мой сын. ; This is my son. ; sʌn
song ; песня ; книга ; дерево ; book ; tree ; Мне нравится эта песня. ; I like this song. ; sɔːŋ
soon ; скоро ; никогда ; поздно ; never ; late ; Он скоро придёт. ; He will come soon. ; suːn
sore ; больной ; здоровый ; сильный ; healthy ; strong ; У меня больное горло. ; My throat is sore. ; sɔːr
sorry ; извините ; привет ; пока ; hello ; bye ; Извините за это. ; I'm sorry for that. ; ˈsɑːri
sort ; сорт ; ошибка ; шум ; mistake ; noise ; Какой это сорт? ; What sort is it? ; sɔːrt
soul ; душа ; тело ; камень ; body ; stone ; Его душа чиста. ; His soul is pure. ; soʊl
sound ; звук ; тишина ; цвет ; silence ; color ; Я слышу звук. ; I hear a sound. ; saʊnd
soup ; суп ; хлеб ; чай ; bread ; tea ; Я приготовил суп. ; I made soup. ; suːp
source ; источник ; результат ; ошибка ; result ; mistake ; Найди источник воды. ; Find the water source. ; sɔːrs
south ; юг ; север ; запад ; north ; west ; Они живут на юге. ; They live in the south. ; saʊθ
space ; пространство ; точка ; линия ; point ; line ; Здесь много пространства. ; There is a lot of space here. ; speɪs
spare ; запасной ; главный ; большой ; main ; big ; У тебя есть запасное колесо? ; Do you have a spare wheel? ; spɛr
speak ; говорить ; молчать ; плакать ; be silent ; cry ; Он говорит громко. ; He speaks loudly. ; spiːk
special ; особенный ; обычный ; простой ; usual ; simple ; Это особенный день. ; This is a special day. ; ˈspɛʃəl
species ; вид ; группа ; смесь ; group ; mix ; Этот вид редкий. ; This species is rare. ; ˈspiːʃiːz
specific ; конкретный ; общий ; странный ; general ; strange ; Мне нужна конкретная информация. ; I need specific information. ; spəˈsɪfɪk
speech ; речь ; молчание ; игра ; silence ; game ; Речь была вдохновляющей. ; The speech was inspiring. ; spiːtʃ
speed ; скорость ; тишина ; пауза ; silence ; pause ; Скорость высокая. ; The speed is high. ; spiːd
spell ; произносить по буквам ; забывать ; ломать ; forget ; break ; Продиктуй своё имя по буквам. ; Spell your name. ; spɛl
spend ; тратить ; сохранять ; находить ; save ; find ; Не трать деньги. ; Don't spend money. ; spɛnd
sphere ; сфера ; линия ; точка ; line ; point ; Это новая сфера деятельности. ; This is a new sphere of activity. ; sfɪr
spicy ; острый ; сладкий ; мягкий ; sweet ; soft ; Это блюдо очень острое. ; This dish is very spicy. ; ˈspaɪsi
spider ; паук ; птица ; собака ; bird ; dog ; Паук висит на стене. ; The spider is hanging on the wall. ; ˈspaɪdər
spin ; крутиться ; останавливаться ; падать ; stop ; fall ; Волчок быстро крутится. ; The top spins fast. ; spɪn
spirit ; дух ; тело ; звук ; body ; sound ; Его дух сильный. ; His spirit is strong. ; ˈspɪrɪt
spit ; плевать ; глотать ; пить ; swallow ; drink ; Не плюй на пол. ; Don't spit on the floor. ; spɪt
split ; разделять ; соединять ; строить ; connect ; build ; Мы разделили команду. ; We split the team. ; splɪt
spoil ; портить ; чинить ; мыть ; fix ; wash ; Не порть сюрприз. ; Don't spoil the surprise. ; spɔɪl
spot ; пятно ; линия ; дорога ; line ; road ; На рубашке пятно. ; There is a spot on the shirt. ; spɑːt
spread ; распространять ; скрывать ; сжимать ; hide ; compress ; Они распространяют новости. ; They spread the news. ; sprɛd
spring ; весна ; зима ; лето ; winter ; summer ; Весна началась. ; Spring has started. ; sprɪŋ
square ; квадрат ; круг ; линия ; circle ; line ; Это квадратная форма. ; This is a square shape. ; skwɛr
staff ; персонал ; ученик ; водитель ; student ; driver ; Персонал работает отлично. ; The staff works great. ; stæf
stage ; сцена ; комната ; тень ; room ; shadow ; Он вышел на сцену. ; He went on stage. ; steɪdʒ
stairs ; лестница ; дверь ; окно ; door ; window ; Осторожно на лестнице. ; Be careful on the stairs. ; stɛrz
stamp ; марка ; письмо ; книга ; letter ; book ; Я купил марку. ; I bought a stamp. ; stæmp
stand ; стоять ; сидеть ; лежать ; sit ; lie ; Стоять здесь. ; Stand here. ; stænd
standard ; стандарт ; хаос ; туман ; chaos ; fog ; Это стандарт качества. ; This is a standard of quality. ; ˈstændərd
star ; звезда ; планета ; камень ; planet ; stone ; Звезда ярко светит. ; The star shines brightly. ; stɑːr
stare ; пристально смотреть ; закрывать ; слушать ; close ; listen ; Не смотри так пристально. ; Don't stare like that. ; stɛr
start ; начинать ; заканчивать ; забывать ; finish ; forget ; Начни сначала. ; Start again. ; stɑːrt
state ; состояние ; ошибка ; туман ; mistake ; fog ; Его состояние ухудшилось. ; His state got worse. ; steɪt
statement ; заявление ; молчание ; вопрос ; silence ; question ; Это официальное заявление. ; This is an official statement. ; ˈsteɪtmənt
station ; станция ; дверь ; здание ; door ; building ; Мы встретились на станции. ; We met at the station. ; ˈsteɪʃən
statue ; статуя ; дерево ; окно ; tree ; window ; Статуя высокая. ; The statue is tall. ; ˈstætʃuː
status ; статус ; ошибка ; шум ; mistake ; noise ; Его статус обновлён. ; His status is updated. ; ˈsteɪtəs
stay ; оставаться ; уходить ; бежать ; leave ; run ; Оставайся здесь. ; Stay here. ; steɪ
steady ; устойчивый ; шаткий ; слабый ; shaky ; weak ; Стол устойчивый. ; The table is steady. ; ˈstɛdi
steal ; красть ; отдавать ; строить ; give ; build ; Он украл деньги. ; He stole the money. ; stiːl
steel ; сталь ; дерево ; воздух ; wood ; air ; Это сделано из стали. ; This is made of steel. ; stiːl
step ; шаг ; прыжок ; бег ; jump ; run ; Сделай шаг назад. ; Take a step back. ; stɛp
stick ; палка ; камень ; дверь ; stone ; door ; Он нашёл палку. ; He found a stick. ; stɪk
still ; всё ещё ; никогда ; сразу ; never ; immediately ; Он всё ещё здесь. ; He is still here. ; stɪl
sting ; жалить ; гладить ; держать ; pet ; hold ; Пчела может ужалить. ; A bee can sting. ; stɪŋ
stir ; помешивать ; бросать ; ломать ; throw ; break ; Помешай суп. ; Stir the soup. ; stɜːr
stock ; запас ; отсутствие ; ошибка ; lack ; mistake ; У нас большой запас еды. ; We have a large stock of food. ; stɑːk
stomach ; желудок ; рот ; рука ; mouth ; hand ; У меня болит желудок. ; My stomach hurts. ; ˈstʌmək
stone ; камень ; бумага ; облако ; paper ; cloud ; Он бросил камень. ; He threw a stone. ; stoʊn
stop ; остановить ; начинать ; ускорять ; start ; speed up ; Останови машину. ; Stop the car. ; stɑːp
store ; магазин ; самолёт ; дерево ; airplane ; tree ; Я пошёл в магазин. ; I went to the store. ; stɔːr
storm ; буря ; солнце ; туман ; sun ; fog ; Буря началась. ; The storm started. ; stɔːrm
story ; история ; слово ; звук ; word ; sound ; Это длинная история. ; It’s a long story. ; ˈstɔːri
stove ; плита ; окно ; сумка ; window ; bag ; Я готовлю на плите. ; I cook on the stove. ; stoʊv
straight ; прямо ; назад ; вокруг ; back ; around ; Иди прямо. ; Go straight. ; streɪt
strange ; странный ; обычный ; простой ; normal ; simple ; Это странное чувство. ; This is a strange feeling. ; streɪndʒ
strategy ; стратегия ; случай ; ошибка ; accident ; mistake ; У нас есть стратегия. ; We have a strategy. ; ˈstrætədʒi
stream ; поток ; камень ; лес ; stone ; forest ; Поток был быстрым. ; The stream was fast. ; striːm
street ; улица ; дом ; дверь ; house ; door ; Моя улица длинная. ; My street is long. ; striːt
strength ; сила ; слабость ; ошибка ; weakness ; mistake ; Его сила огромна. ; His strength is huge. ; strɛŋkθ
stress ; стресс ; покой ; тишина ; calm ; silence ; У него много стресса. ; He has a lot of stress. ; strɛs
stretch ; растягивать ; ломать ; резать ; break ; cut ; Растяни ткань. ; Stretch the fabric. ; strɛtʃ
strike ; ударять ; тянуть ; таять ; pull ; melt ; Он ударил по мячу. ; He struck the ball. ; straɪk
string ; струна ; дерево ; вода ; tree ; water ; Струна порвалась. ; The string broke. ; strɪŋ
strong ; сильный ; слабый ; мягкий ; weak ; soft ; Он очень сильный. ; He is very strong. ; strɔːŋ
structure ; структура ; хаос ; звук ; chaos ; sound ; Это структура текста. ; This is the structure of the text. ; ˈstrʌktʃər
struggle ; бороться ; отдыхать ; смеяться ; rest ; laugh ; Он борется за правду. ; He struggles for truth. ; ˈstrʌɡəl
student ; студент ; учитель ; водитель ; teacher ; driver ; Студент задаёт вопрос. ; The student asks a question. ; ˈstuːdənt
studio ; студия ; поле ; рынок ; field ; market ; Они работают в студии. ; They work in a studio. ; ˈstuːdioʊ
study ; изучать ; забывать ; ломать ; forget ; break ; Он изучает историю. ; He studies history. ; ˈstʌdi
stuff ; вещи ; воздух ; звук ; air ; sound ; Собери свои вещи. ; Gather your stuff. ; stʌf
stupid ; глупый ; умный ; добрый ; smart ; kind ; Это глупая ошибка. ; This is a stupid mistake. ; ˈstuːpɪd
style ; стиль ; форма ; линия ; shape ; line ; Я люблю твой стиль. ; I like your style. ; staɪl
subject ; предмет ; место ; звук ; place ; sound ; Какой твой любимый предмет? ; What is your favorite subject? ; ˈsʌbdʒɪkt
submit ; отправлять ; брать ; кидать ; take ; throw ; Отправь форму. ; Submit the form. ; səbˈmɪt
substance ; вещество ; звук ; цвет ; sound ; color ; Это опасное вещество. ; This is a dangerous substance. ; ˈsʌbstəns
succeed ; преуспеть ; проиграть ; забывать ; lose ; forget ; Ты можешь преуспеть. ; You can succeed. ; səkˈsiːd
success ; успех ; провал ; ошибка ; failure ; mistake ; Его успех вдохновляет. ; His success inspires. ; səkˈsɛs
such ; такой ; иной ; маленький ; other ; tiny ; Такой шанс нельзя упускать. ; Such a chance should not be missed. ; sʌtʃ
sudden ; внезапный ; медленный ; пустой ; slow ; empty ; Внезапный шум всех напугал. ; The sudden noise scared everyone. ; ˈsʌdən
suffer ; страдать ; радоваться ; играть ; enjoy ; play ; Он страдает от боли. ; He suffers from pain. ; ˈsʌfər
sugar ; сахар ; соль ; вода ; salt ; water ; Мне нужен сахар. ; I need sugar. ; ˈʃʊɡər
suggest ; предлагать ; требовать ; ломать ; demand ; break ; Я предлагаю новую идею. ; I suggest a new idea. ; səˈdʒɛst
suit ; подходить ; мешать ; раздражать ; hinder ; annoy ; Этот цвет тебе подходит. ; This color suits you. ; suːt
summer ; лето ; зима ; осень ; winter ; autumn ; Лето было жарким. ; The summer was hot. ; ˈsʌmər
sun ; солнце ; луна ; звезда ; moon ; star ; Солнце светит ярко. ; The sun shines brightly. ; sʌn
sunny ; солнечный ; дождливый ; тёмный ; rainy ; dark ; Сегодня солнечно. ; It is sunny today. ; ˈsʌni
super ; отличный ; плохой ; маленький ; bad ; small ; Это супер идея. ; This is a super idea. ; ˈsuːpər
supply ; снабжать ; убирать ; прятать ; remove ; hide ; Они снабжают нас водой. ; They supply us with water. ; səˈplaɪ
support ; поддерживать ; ломать ; бросать ; break ; throw ; Мы поддержим тебя. ; We will support you. ; səˈpɔːrt
suppose ; предполагать ; знать ; доказывать ; know ; prove ; Я предполагаю, что он прав. ; I suppose he is right. ; səˈpoʊz
sure ; уверенный ; сомневающийся ; растерянный ; doubtful ; confused ; Я уверен в этом. ; I am sure about it. ; ʃʊr
surface ; поверхность ; дно ; центр ; bottom ; center ; Поверхность гладкая. ; The surface is smooth. ; ˈsɜːrfɪs
surprise ; сюрприз ; ошибка ; хаос ; mistake ; chaos ; Это был сюрприз. ; It was a surprise. ; sərˈpraɪz
surround ; окружать ; освобождать ; бросать ; free ; throw ; Лес окружает деревню. ; The forest surrounds the village. ; səˈraʊnd
survey ; опрос ; отдых ; ошибка ; rest ; error ; Мы провели опрос. ; We conducted a survey. ; ˈsɜːrveɪ
survive ; выживать ; погибать ; спать ; die ; sleep ; Он смог выжить в лесу. ; He managed to survive in the forest. ; sərˈvaɪv
suspect ; подозревать ; доверять ; помогать ; trust ; help ; Я подозреваю неладное. ; I suspect something wrong. ; səˈspɛkt
swear ; клясться ; сомневаться ; молчать ; doubt ; be silent ; Я клянусь говорить правду. ; I swear to tell the truth. ; swɛr
sweat ; потеть ; мерзнуть ; спать ; freeze ; sleep ; Я начал потеть. ; I started to sweat. ; swɛt
sweep ; подметать ; ломать ; тянуть ; break ; pull ; Подмети пол. ; Sweep the floor. ; swiːp
sweet ; сладкий ; горький ; солёный ; bitter ; salty ; Это очень сладко. ; It is very sweet. ; swiːt
swim ; плавать ; тонуть ; стоять ; sink ; stand ; Он любит плавать. ; He loves to swim. ; swɪm
swing ; качаться ; стоять ; падать ; stand ; fall ; Дети качаются на качелях. ; Kids swing on the swings. ; swɪŋ
switch ; переключать ; держать ; закрывать ; hold ; close ; Переключи канал. ; Switch the channel. ; swɪtʃ
symbol ; символ ; дым ; цвет ; smoke ; color ; Это важный символ. ; This is an important symbol. ; ˈsɪmbəl
system ; система ; хаос ; игра ; chaos ; game ; Это новая система. ; This is a new system. ; ˈsɪstəm
table ; стол ; окно ; дом ; window ; house ; Книга лежит на столе. ; The book is on the table. ; ˈteɪbəl
tackle ; решать ; избегать ; ломать ; avoid ; break ; Он решил проблему. ; He tackled the problem. ; ˈtækəl
tail ; хвост ; крыло ; камень ; wing ; stone ; У собаки длинный хвост. ; The dog has a long tail. ; teɪl
take ; брать ; отдавать ; прятать ; give ; hide ; Возьми это. ; Take this. ; teɪk
tale ; сказка ; закон ; факт ; law ; fact ; Это старая сказка. ; This is an old tale. ; teɪl
talent ; талант ; ошибка ; шум ; mistake ; noise ; У него много таланта. ; He has a lot of talent. ; ˈtælənt
talk ; разговаривать ; молчать ; пить ; be silent ; drink ; Мы разговаривали часами. ; We talked for hours. ; tɔːk
tall ; высокий ; низкий ; тонкий ; short ; thin ; Он очень высокий. ; He is very tall. ; tɔːl
tank ; бак ; дверь ; дерево ; door ; tree ; Бак пуст. ; The tank is empty. ; tæŋk
tap ; постукивать ; ломать ; писать ; break ; write ; Постучи по столу. ; Tap on the table. ; tæp
target ; цель ; ошибка ; пауза ; mistake ; pause ; Его цель ясна. ; His target is clear. ; ˈtɑːrɡɪt
task ; задача ; отдых ; ошибка ; rest ; mistake ; У меня есть задача. ; I have a task. ; tæsk
taste ; вкус ; запах ; движение ; smell ; movement ; У еды хороший вкус. ; The food has a good taste. ; teɪst
tax ; налог ; скидка ; подарок ; discount ; gift ; Налог высокий. ; The tax is high. ; tæks
teach ; учить ; забывать ; ломать ; forget ; break ; Он учит детей. ; He teaches children. ; tiːtʃ
team ; команда ; одиночка ; враг ; loner ; enemy ; Наша команда победила. ; Our team won. ; tiːm
tear ; рвать ; чинить ; строить ; fix ; build ; Не рви бумагу. ; Don’t tear the paper. ; tɛr
tease ; дразнить ; хвалить ; слушать ; praise ; listen ; Не дразни его. ; Don’t tease him. ; tiːz
technical ; технический ; простой ; мягкий ; simple ; soft ; Это техническая проблема. ; This is a technical issue. ; ˈtɛknɪkəl
technology ; технология ; игра ; человек ; game ; person ; Технология развивается быстро. ; Technology develops fast. ; tɛkˈnɑːlədʒi
teen ; подросток ; ребёнок ; взрослый ; child ; adult ; Он подросток. ; He is a teen. ; tiːn
telephone ; телефон ; еда ; море ; food ; sea ; Телефон звонит. ; The telephone is ringing. ; ˈtɛləfoʊn
tell ; сказать ; слушать ; повторять ; listen ; repeat ; Скажи мне правду. ; Tell me the truth. ; tɛl
temperature ; температура ; расстояние ; звук ; distance ; sound ; Температура поднялась. ; The temperature rose. ; ˈtɛmprətʃər
temporary ; временный ; вечный ; пустой ; eternal ; empty ; Это временное решение. ; This is a temporary solution. ; ˈtɛmpərɛri
tend ; стремиться ; игнорировать ; отдыхать ; ignore ; rest ; Он стремится к успеху. ; He tends to succeed. ; tɛnd
tension ; напряжение ; расслабление ; радость ; relaxation ; joy ; Здесь чувствуется напряжение. ; There is tension here. ; ˈtɛnʃən
tent ; палатка ; дом ; стул ; house ; chair ; Мы спали в палатке. ; We slept in a tent. ; tɛnt
term ; термин ; запах ; звук ; smell ; sound ; Это научный термин. ; This is a scientific term. ; tɜːrm
terrible ; ужасный ; прекрасный ; мягкий ; wonderful ; soft ; Это ужасная идея. ; This is a terrible idea. ; ˈtɛrəbəl
territory ; территория ; точка ; дверь ; point ; door ; Это их территория. ; This is their territory. ; ˈtɛrətɔːri
test ; тест ; отдых ; проблема ; rest ; problem ; Я прошёл тест. ; I passed the test. ; tɛst
text ; текст ; точка ; звук ; dot ; sound ; Прочитай текст. ; Read the text. ; tɛkst
than ; чем ; без ; над ; without ; over ; Он лучше, чем я. ; He is better than me. ; ðæn
thank ; благодарить ; игнорировать ; обижать ; ignore ; hurt ; Я благодарю тебя. ; I thank you. ; θæŋk
